2022 National Employment Matrix code,2022 National Employment Matrix title,Occupation Group,Occupation type,"Employment, 2022","Employment, 2032","Employment change, numeric, 2022-32","Employment change, percent, 2022-32","Percent self employed, 2022","Occupational openings, 2022-32 annual average","Median annual wage, 2022(1)",Typical education needed for entry,Work experience in a related occupation,Typical on-the-job training needed to attain competency in the occupation,Factors affecting occupational utilization,Automation Probability,Total employed,Women,White,Black or African American,Asian,Hispanic or Latino
51-4061,"Model Makers, Metal and Plastic",detailed,Line item,3.4,2.8,-0.6,-18.8,—,0.2,57620.0,High school diploma or equivalent,,Moderate-term on-the-job training,Capital/labor substitution - share decreases as models made with 3D printers replace hand crafted models.,0.93,,,,,,
51-4062,"Patternmakers, Metal and Plastic",detailed,Line item,2.3,1.8,-0.5,-21.6,—,0.1,54970.0,High school diploma or equivalent,,Moderate-term on-the-job training,"Productivity change - share decreases as some patternmaking tasks are done by software and 3D printers, requiring fewer of these workers.",0.9,,,,,,
51-4070,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",broad,Summary,179.4,170.5,-8.9,-5.0,0,14.6,37160.0,—,—,—,,,20,–,–,–,–,–
51-4071,Foundry Mold and Coremakers,detailed,Line item,11.5,8.8,-2.7,-23.5,—,0.6,40120.0,High school diploma or equivalent,,Moderate-term on-the-job training,Capital/labor substitution - share decreases as molds made with 3D printers replace traditionally crafted molds.,0.67,,,,,,
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,Line item,167.9,161.7,-6.2,-3.7,0,13.9,37050.0,High school diploma or equivalent,,Moderate-term on-the-job training,"Productivity change - share decreases as more processes can be performed by programmed machinery and improvements in software and equipment are expected to increase efficiency, allowing more output to be produced with the same amount of labor.",0.95,,,,,,
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,Line item,139.9,140.7,0.8,0.6,0.7,13.6,39210.0,High school diploma or equivalent,,Moderate-term on-the-job training,,0.91,,,,,,
51-4111,Tool and Die Makers,detailed,Line item,62.7,57.4,-5.3,-8.5,—,5.6,59800.0,Postsecondary nondegree award,,Long-term on-the-job training,"Productivity change - share decreases as manufacturers use software programs to perform some tasks previously done by tool and die makers, such as specification analyses or setting up machines for cutting metal, allowing the same amount of output to be produced by fewer tool and die makers.",0.84,40,–,–,–,–,–
51-4120,"Welding, Soldering, and Brazing Workers",broad,Summary,464.7,468.1,3.4,0.7,4,45.4,47430.0,—,—,—,,,550,5.1,82.7,10.2,2.9,25.5
51-4121,"Welders, Cutters, Solderers, and Brazers",detailed,Line item,431.8,438.0,6.2,1.4,4,42.6,47540.0,High school diploma or equivalent,,Moderate-term on-the-job training,"Productivity change - share decreases as welding robotics and other automated welding methods improve productivity, thus decreasing labor requirements.",0.94,,,,,,
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",detailed,Line item,32.9,30.1,-2.8,-8.4,4,2.8,44920.0,High school diploma or equivalent,,Moderate-term on-the-job training,"Productivity change - share decreases as programmable machines, such as robotics and computer-controlled (CNC) machinery, increasingly replace less advanced machinery, increasing efficiency.",0.61,,,,,,
51-4190,Miscellaneous Metal Workers and Plastic Workers,broad,Summary,83.0,75.5,-7.4,-8.9,0.7,6.9,39520.0,—,—,—,,,,,,,,
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",detailed,Line item,16.0,14.6,-1.5,-9.1,0.7,1.3,40900.0,High school diploma or equivalent,,Moderate-term on-the-job training,"Productivity change - share decreases as robotics, CNC operated machines, and other programmable/automated machines replace less advanced machines. As a result, this will increase efficiency, allowing more output to be produced with the same amount of labor.",0.91,,,,,,
51-4192,"Layout Workers, Metal and Plastic",detailed,Line item,7.1,6.4,-0.7,-10.2,—,0.6,58260.0,High school diploma or equivalent,,Moderate-term on-the-job training,Capital/labor substitution - share decreases as the integration of programmable processes and equipment results in the replacement of workers.,0.84,,,,,,
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,Line item,32.9,29.8,-3.1,-9.4,0.7,2.7,37900.0,High school diploma or equivalent,,Moderate-term on-the-job training,"Productivity change - share decreases as robotics, CNC operated machines, and other programmable/automated machines replace less advanced machines. As a result, this will increase efficiency, allowing more output to be produced with the same amount of labor.",0.92,,,,,,
51-4194,"Tool Grinders, Filers, and Sharpeners",detailed,Line item,5.5,5.0,-0.5,-8.5,—,0.5,41940.0,High school diploma or equivalent,,Moderate-term on-the-job training,"Productivity change - share decreases as some tasks in tool grinding are programmed, requiring fewer of these workers.",0.88,,,,,,
51-4199,"Metal Workers and Plastic Workers, All Other",detailed,Line item,21.4,19.8,-1.7,-7.8,0.7,1.8,38340.0,High school diploma or equivalent,,Moderate-term on-the-job training,"Productivity change - share decreases as the tasks of these machine operators are supplanted by programmable computer-controlled machinery, requiring fewer of these workers.",,387,20.3,71,16.1,8.6,22.2
51-5100,Printing Workers,minor,Summary,222.5,198.1,-24.4,-11.0,3.2,19.7,38890.0,—,—,—,,,,,,,,
51-5111,Prepress Technicians and Workers,detailed,Line item,25.7,21.3,-4.4,-17.1,1.4,2.5,43560.0,Postsecondary nondegree award,,,Productivity change - share decreases as software and hardware improvements increase the productivity of workers.,0.97,21,–,–,–,–,–
51-5112,Printing Press Operators,detailed,Line item,155.5,142.3,-13.2,-8.5,2.9,14.4,39350.0,High school diploma or equivalent,,Moderate-term on-the-job training,,0.83,151,29,76.3,13.2,5.5,21.6
51-5113,Print Binding and Finishing Workers,detailed,Line item,41.4,34.6,-6.8,-16.4,5.4,2.8,36970.0,High school diploma or equivalent,,Moderate-term on-the-job training,Capital/labor substitution - share decreases as the industry adopts automated binding technologies.,0.95,7,–,–,–,–,–
51-6000,"Textile, Apparel, and Furnishings Workers",minor,Summary,536.3,490.3,-46.0,-8.6,10.8,57.7,31200.0,—,—,—,,,,,,,,
51-6011,Laundry and Dry-Cleaning Workers,detailed,Line item,184.4,182.0,-2.3,-1.3,1.9,24.5,29060.0,No formal educational credential,,Short-term on-the-job training,,0.71,115,70.5,68.9,20.4,10,37.2
51-6021,"Pressers, Textile, Garment, and Related Materials",detailed,Line item,29.8,23.3,-6.5,-21.8,1.8,2.7,29690.0,No formal educational credential,,Short-term on-the-job training,Demand change - share decreases as demand declines due to the acceptance of casual dress in lieu of business attire and the continued use of wrinkle resistant fabrics.,0.81,21,–,–,–,–,–
51-6031,Sewing Machine Operators,detailed,Line item,141.9,120.3,-21.6,-15.2,17,12.5,31740.0,No formal educational credential,,Short-term on-the-job training,"Capital/labor substitution - share decreases as new technology (e.g. robots) allows manufacturers to automate arranging, cutting, fitting and sewing of apparel products once done by these workers.",0.89,131,69.9,73.6,14,7.7,32.4
51-6040,Shoe and Leather Workers,broad,Summary,13.1,11.7,-1.4,-10.9,8,1.3,32790.0,—,—,—,,,11,–,–,–,–,–
51-6041,Shoe and Leather Workers and Repairers,detailed,Line item,9.8,8.7,-1.1,-11.0,8,1.0,32460.0,High school diploma or equivalent,,Moderate-term on-the-job training,,0.52,,,,,,
51-6042,Shoe Machine Operators and Tenders,detailed,Line item,3.3,2.9,-0.4,-10.9,8,0.3,33060.0,High school diploma or equivalent,,Short-term on-the-job training,,0.97,,,,,,
51-6050,"Tailors, Dressmakers, and Sewers",broad,Summary,40.9,35.1,-5.7,-14.0,49,4.6,33850.0,—,—,—,,,58,78.2,72.8,6.6,18,19.4
51-6051,"Sewers, Hand",detailed,Line item,6.9,5.8,-1.1,-15.8,49,0.8,31530.0,No formal educational credential,,Moderate-term on-the-job training,Capital/labor substitution - share decreases as companies deploy automation machinery to sew garments instead of human sewers.,0.99,,,,,,
51-6052,"Tailors, Dressmakers, and Custom Sewers",detailed,Line item,33.9,29.3,-4.6,-13.6,49,3.8,34280.0,No formal educational credential,,Moderate-term on-the-job training,,0.84,,,,,,
51-6060,"Textile Machine Setters, Operators, and Tenders",broad,Summary,60.9,55.0,-5.9,-9.7,2,5.8,34170.0,—,—,—,,,19,–,–,–,–,–
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,detailed,Line item,7.0,6.4,-0.7,-9.5,2,0.7,32680.0,High school diploma or equivalent,,Short-term on-the-job training,,0.97,,,,,,
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",detailed,Line item,11.1,9.9,-1.2,-10.8,2.1,1.0,34420.0,High school diploma or equivalent,,Moderate-term on-the-job training,"Capital/labor substitution - share decreases as new technology allows textile product mills to automate the cutting, sewing and storage of fabric materials once done by these workers.",0.95,,,,,,
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",detailed,Line item,17.8,15.9,-1.9,-10.5,2,1.7,35750.0,High school diploma or equivalent,,Short-term on-the-job training,Capital/labor substitution - share decreases as new technology allows textile knitting to become automated through the use of 3D garment knitting.,0.73,,,,,,
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",detailed,Line item,25.0,22.9,-2.2,-8.6,2,2.4,33720.0,High school diploma or equivalent,,Moderate-term on-the-job training,,0.96,,,,,,
51-6090,"Miscellaneous Textile, Apparel, and Furnishings Workers",broad,Summary,65.4,62.8,-2.5,-3.9,11.3,6.3,38460.0,—,—,—,,,,,,,,
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",detailed,Line item,16.3,15.9,-0.4,-2.3,9,1.7,39860.0,High school diploma or equivalent,,Moderate-term on-the-job training,,0.88,,,,,,
51-6092,Fabric and Apparel Patternmakers,detailed,Line item,3.4,3.1,-0.2,-7.4,9.2,0.3,60320.0,High school diploma or equivalent,,Moderate-term on-the-job training,,0.0049,,,,,,
51-6093,Upholsterers,detailed,Line item,31.5,30.7,-0.8,-2.5,13.9,2.8,39600.0,High school diploma or equivalent,,Moderate-term on-the-job training,,0.39,18,–,–,–,–,–
51-6099,"Textile, Apparel, and Furnishings Workers, All Other",detailed,Line item,14.3,13.2,-1.1,-7.8,8.7,1.4,32640.0,High school diploma or equivalent,,Short-term on-the-job training,,,19,–,–,–,–,–
51-7000,Woodworkers,minor,Summary,253.9,250.7,-3.2,-1.3,8.2,25.0,37520.0,—,—,—,,,,,,,,
51-7011,Cabinetmakers and Bench Carpenters,detailed,Line item,105.7,103.7,-2.0,-1.9,8.9,9.8,38810.0,High school diploma or equivalent,,Moderate-term on-the-job training,,0.92,71,10.3,97.3,2.2,0,30.6
51-7021,Furniture Finishers,detailed,Line item,19.2,19.1,-0.1,-0.7,21.8,2.2,37960.0,High school diploma or equivalent,,Short-term on-the-job training,,0.87,14,–,–,–,–,–
51-7030,"Model Makers and Patternmakers, Wood",broad,Summary,1.6,1.5,-0.1,-4.0,31.4,0.2,46100.0,—,—,—,,,,,,,,
51-7031,"Model Makers, Wood",detailed,Line item,1.1,1.0,0.0,-3.6,31.5,0.1,46940.0,High school diploma or equivalent,,Moderate-term on-the-job training,,0.96,,,,,,
51-7032,"Patternmakers, Wood",detailed,Line item,0.5,0.5,0.0,-5.1,31.3,0.1,44290.0,High school diploma or equivalent,,Moderate-term on-the-job training,,0.91,,,,,,
51-7040,"Woodworking Machine Setters, Operators, and Tenders",broad,Summary,114.0,113.4,-0.6,-0.5,2.1,11.4,36580.0,—,—,—,,,,,,,,
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",detailed,Line item,49.4,49.5,0.1,0.1,4.8,5.5,36270.0,High school diploma or equivalent,,Moderate-term on-the-job training,Productivity change - share decreases as advances in CNC equipment allow for additional output to be produced by fewer woodworkers.,0.86,27,–,–,–,–,–
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",detailed,Line item,64.6,63.9,-0.6,-1.0,—,5.9,36830.0,High school diploma or equivalent,,Moderate-term on-the-job training,Productivity change - share decreases as advances in CNC equipment allow for additional output to be produced by fewer woodworkers.,0.97,15,–,–,–,–,–
51-7099,"Woodworkers, All Other",detailed,Line item,13.5,13.0,-0.5,-3.6,31.4,1.5,35370.0,High school diploma or equivalent,,Moderate-term on-the-job training,,,25,–,–,–,–,–
51-8000,Plant and System Operators,minor,Summary,287.8,273.0,-14.8,-5.1,0.5,24.2,64990.0,—,—,—,,,,,,,,
51-8010,"Power Plant Operators, Distributors, and Dispatchers",broad,Summary,47.3,42.6,-4.7,-10.0,—,3.2,97570.0,—,—,—,,,23,–,–,–,–,–
51-8011,Nuclear Power Reactor Operators,detailed,Line item,5.5,5.3,-0.2,-3.3,—,0.4,115870.0,High school diploma or equivalent,,Long-term on-the-job training,,0.95,,,,,,
51-8012,Power Distributors and Dispatchers,detailed,Line item,9.6,9.1,-0.5,-5.0,—,0.7,101650.0,High school diploma or equivalent,,Long-term on-the-job training,Productivity change - share decreases as improved equipment monitoring systems reduce the need to manually check plant equipment.,0.64,,,,,,
51-8013,Power Plant Operators,detailed,Line item,32.2,28.2,-4.0,-12.5,—,2.1,93060.0,High school diploma or equivalent,,Long-term on-the-job training,Productivity change - share decreases as upgraded technologies incorporated into power plants will make power plant operators more productive.,0.85,,,,,,
51-8021,Stationary Engineers and Boiler Operators,detailed,Line item,33.5,34.4,1.0,2.8,—,3.6,67120.0,High school diploma or equivalent,,Long-term on-the-job training,,0.89,85,3.3,77.9,12.4,6.5,13.8
51-8031,Water and Wastewater Treatment Plant and System Operators,detailed,Line item,124.8,116.9,-7.9,-6.3,1.2,10.5,51600.0,High school diploma or equivalent,,Long-term on-the-job training,Productivity change - share decreases as improved equipment monitoring systems reduce the need to manually check plant equipment.,0.61,93,6.7,88.1,8.8,0.6,11
51-8090,Miscellaneous Plant and System Operators,broad,Summary,82.2,79.1,-3.1,-3.8,—,7.0,79210.0,—,—,—,,,38,–,–,–,–,–
51-8091,Chemical Plant and System Operators,detailed,Line item,19.3,18.6,-0.6,-3.2,—,1.7,82670.0,High school diploma or equivalent,,Moderate-term on-the-job training,"Productivity change - share decreases as process automation systems (PAS) will allow operators to make decisions faster and be more responsive and cover multiple locations, increasing plant efficiency and limiting time where production is less than optimized.",0.85,,,,,,
51-8092,Gas Plant Operators,detailed,Line item,14.8,13.0,-1.7,-11.7,—,1.1,79460.0,High school diploma or equivalent,,Long-term on-the-job training,"Productivity change - share decreases as improved process controls require less direct management, monitoring, and approval from operators due to automation.",0.78,,,,,,
51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",detailed,Line item,32.2,31.5,-0.7,-2.3,—,2.8,85090.0,High school diploma or equivalent,,Moderate-term on-the-job training,"Productivity change - share decreases as technological advancements in robotics, automation, and digital solutions boost labor productivity and reduce staff requirements.",0.71,,,,,,
51-8099,"Plant and System Operators, All Other",detailed,Line item,15.9,15.9,0.0,-0.2,—,1.4,57470.0,High school diploma or equivalent,,Moderate-term on-the-job training,,0.86,,,,,,
51-9000,Other Production Occupations,minor,Summary,2655.3,2603.9,-51.4,-1.9,3.1,282.1,39960.0,—,—,—,,,,,,,,
51-9010,"Chemical Processing Machine Setters, Operators, and Tenders",broad,Summary,175.9,171.2,-4.6,-2.6,1.2,15.6,48260.0,—,—,—,,,73,9.7,79.6,12.6,3,18
51-9011,Chemical Equipment Operators and Tenders,detailed,Line item,120.2,113.7,-6.6,-5.5,1.2,10.2,49330.0,High school diploma or equivalent,,Moderate-term on-the-job training,Productivity change - share decreases as automation increases in petroleum and coal products manufacturing.,0.76,,,,,,
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",detailed,Line item,55.6,57.6,1.9,3.4,1.2,5.4,46250.0,High school diploma or equivalent,,Moderate-term on-the-job training,Productivity change - share decreases as automation increases in dairy product manufacturing to improve quality.,0.88,,,,,,
51-9020,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",broad,Summary,157.3,155.2,-2.1,-1.3,1.5,15.7,42120.0,—,—,—,,,76,10.5,81.3,9.2,3.2,28.7
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",detailed,Line item,28.8,27.8,-1.0,-3.5,1.5,2.8,43290.0,High school diploma or equivalent,,Moderate-term on-the-job training,Productivity change - share decreases as machines are becoming capable of more functionalities and are more integrated with each other allowing workers to produce more.,0.97,,,,,,
51-9022,"Grinding and Polishing Workers, Hand",detailed,Line item,14.5,11.7,-2.8,-19.5,1.5,1.0,36960.0,No formal educational credential,,Moderate-term on-the-job training,Capital/labor substitution - share decreases as automation increases capacity and reduces the need for as many manual workers.,0.97,,,,,,
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",detailed,Line item,114.0,115.8,1.7,1.5,1.5,11.8,43410.0,High school diploma or equivalent,,Moderate-term on-the-job training,"Productivity change - share decreases as new technologies, including data usage and machine connectivity (integration) in the production process, are used in monitoring and adjusting production process.",0.83,,,,,,
51-9030,Cutting Workers,broad,Summary,64.0,59.4,-4.6,-7.2,1.1,6.1,39410.0,—,—,—,,,57,28,67.8,24.3,3.7,22.5
51-9031,"Cutters and Trimmers, Hand",detailed,Line item,8.3,5.9,-2.3,-28.2,1.1,0.5,36130.0,No formal educational credential,,Short-term on-the-job training,Capital/labor substitution - share decreases as improved integration of systems and precision reduce the need for cutters and trimmers.,0.64,,,,,,
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",detailed,Line item,55.8,53.4,-2.3,-4.1,1.1,5.6,39880.0,High school diploma or equivalent,,Moderate-term on-the-job training,Capital/labor substitution - share decreases as animal food processing is increasingly automated.,0.86,,,,,,
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",detailed,Line item,60.0,59.2,-0.8,-1.3,—,5.8,39480.0,High school diploma or equivalent,,Moderate-term on-the-job training,"Productivity change - share decreases as automated food mixing, forming, and compacting equipment require fewer setters, operators, and tenders.",0.93,12,–,–,–,–,–
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",detailed,Line item,16.2,16.2,0.1,0.4,5,1.8,44530.0,High school diploma or equivalent,,Moderate-term on-the-job training,,0.37,10,–,–,–,–,–
